sim_time, unit_box_Custom?world_angular_acceleration/x
1.067, 4.65288e-25
1.068, 21.1643
1.069, -1.55096e-25
1.07, 8.18315
1.071, 2.65497e-41
1.072, 21.1995
1.073, -282.868
1.074, -4.05447e-41
1.075, -3.10192e-25
1.076, -21.5851
1.077, -0.156736
1.078, -5.78283
1.079, -10.9211
1.08, -2.76823
1.081, -13.2788
1.082, -1.45434
1.083, -12.412
1.084, -2.19295
1.085, -13.0703
1.086, -1.66636
1.087, -12.6601
1.088, -2.00048
1.089, -12.9151
1.09, -1.79591
1.091, -12.7599
1.092, -1.91625
1.093, -12.8586
1.094, -1.84754
1.095, -12.7961
1.096, -1.88674
1.097, -12.8417
1.098, -1.86632
1.099, -12.8106
1.1, 88.9423
1.101, 7.27013e-27
1.102, -1.33324e-61
1.103, 21.5984
1.104, 0.2164
1.105, 7.5164
1.106, 5.22018
1.107, 11.4358
1.108, -37.1758
1.109, 1.9387e-26
1.11, -1.9387e-26
1.111, 5.30326
1.112, -0.305072
1.113, -5.33875
1.114, 9.76251
1.115, 2.76693
1.116, -14.9897
1.117, -2.68895
1.118, 20.1269
1.119, -2.83989e-29
1.12, -21.9763
1.121, 10.6278
1.122, 4.19984
1.123, -2.10895
1.124, -0.677314
1.125, -0.022731
1.126, -0.00203055
1.127, 0.0234248
1.128, -0.0112916
1.129, -0.00183203
1.13, -0.0122851
1.131, 0.0261748
1.132, -0.012455
1.133, -0.00132375
1.134, -0.0125168
1.135, 0.0263458
1.136, -0.0125294
1.137, -0.00129282
1.138, -0.0124871
1.139, 0.0262684
1.14, -0.0124359
1.141, -0.00139921
1.142, -0.0124266
1.143, 0.0262548
1.144, -0.0124263
1.145, -0.00140471
1.146, -0.0124233
1.147, 0.0262538
1.148, -0.0124256
1.149, -0.00140501
1.15, -0.0124231
1.151, 0.0262537
1.152, -0.0124255
1.153, -0.00140503
1.154, -0.0124231
1.155, 0.0262537
1.156, -0.0124255
1.157, -0.00140503
1.158, -0.0124231
1.159, 0.0262537
1.16, -0.0124255
1.161, -0.00140503
1.162, -0.0124231
1.163, 0.0262537
1.164, -0.0124255
1.165, -0.00140503
1.166, -0.0124231
1.167, 0.0262537
1.168, -0.0124255
1.169, -0.00140503
1.17, -0.0124231
1.171, 0.0262537
1.172, -0.0124255
1.173, -0.00140503
1.174, -0.0124231
1.175, 0.0262537
1.176, -0.0124255
1.177, -0.00140503
1.178, -0.0124231
1.179, 0.0262537
1.18, -0.0124255
1.181, -0.00140503
1.182, -0.0124231
1.183, 0.0262537
1.184, -0.0124255
1.185, -0.00140503
1.186, -0.0124231
1.187, 0.0262537
1.188, -0.0124255
1.189, -0.00140503
1.19, -0.0124231
1.191, 0.0262537
1.192, -0.0124255
1.193, -0.00140503
1.194, -0.0124231
1.195, 0.0262537
1.196, -0.0124255
1.197, -0.00140503
1.198, -0.0124231
1.199, 0.0262537
1.2, -0.0124255
1.201, -0.00140503
1.202, -0.0124231
1.203, 0.0262537
1.204, -0.0124255
1.205, -0.00140503
1.206, -0.0124231
